测试套/软件包名,测试用例名,状态,与23RC1对比,日志文件,原因
,oe_test_aulastlog,success,same,./oe-rv2309/mugen-riscv_rc5/logs/audit/oe_test_aulastlog/2023-10-11-16:00:43.log,None
,oe_test_inject_time_fault,success,same,./oe-rv2309/mugen-riscv_rc5/logs/audit/oe_test_inject_time_fault/2023-10-11-16:01:21.log,None
,oe_test_start_audit,success,same,./oe-rv2309/mugen-riscv_rc5/logs/audit/oe_test_start_audit/2023-10-11-16:06:25.log,None
authd,oe_test_socket_auth,success,same,./oe-rv2309/mugen-riscv_rc5/logs/authd/oe_test_socket_auth/2023-10-10-20_34_22.log,None
authz,oe_test_service_authz,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/authz/oe_test_service_authz/2023-10-11-12:30:52.log,x86 fail
automake,oe_test_automake,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/automake/oe_test_automake/2023-10-10-20_31_59.log,
avahi,oe_test_service_avahi-daemon,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/avahi/oe_test_service_avahi-daemon/2023-10-11-11:01:14.log,Job for avahi-daemon.service failed because the control process exited with error code
,oe_test_socket_avahi-daemon,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/avahi/oe_test_socket_avahi-daemon/2023-10-11-11:05:39.log,"‘""/etc/systemd/system/sockets.target.wants/avahi-daemon.socket""’: No such file or directory"
,oe_test_service_avahi-dnsconfd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/avahi/oe_test_service_avahi-dnsconfd/2023-10-11-11:03:32.log,None
babeltrace,oe_test_babeltrace,success,same,./oe-rv2309/mugen-riscv_rc5/logs/babeltrace/oe_test_babeltrace/2023-10-11-09:02:25.log,None
bind,oe_test_service_named,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bind/oe_test_service_named/2023-10-11-00:34:32.log,None
,oe_test_service_named-chroot,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bind/oe_test_service_named-chroot/2023-10-11-00:31:51.log,None
,oe_test_service_named-chroot-setup,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bind/oe_test_service_named-chroot-setup/2023-10-11-00:30:02.log,None
,oe_test_service_named-setup-rndc,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bind/oe_test_service_named-setup-rndc/2023-10-11-00:33:26.log,None
binutils,oe_test_binutils_addr2line,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_addr2line/2023-10-11-09:14:16.log,None
,oe_test_binutils_ar,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_ar/2023-10-11-09:16:17.log,None
,oe_test_binutils_nm,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_nm/2023-10-11-09:17:55.log,None
,oe_test_binutils_objcopy,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_objcopy/2023-10-11-09:08:10.log,None
,oe_test_binutils_objdump,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_objdump/2023-10-11-09:19:37.log,None
,oe_test_binutils_readelf,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_readelf/2023-10-11-09:21:35.log,None
,oe_test_binutils_size,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_size/2023-10-11-09:10:15.log,None
,oe_test_binutils_strip,success,same,./oe-rv2309/mugen-riscv_rc5/logs/binutils/oe_test_binutils_strip/2023-10-11-09:12:12.log,None
bison,oe_test_bison,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/bison/oe_test_bison/2023-10-11-03:42:39.log,
bluez,oe_test_service_bluetooth,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bluez/oe_test_service_bluetooth/2023-10-11-01:32:44.log,None
,oe_test_service_bluetooth-mesh,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bluez/oe_test_service_bluetooth-mesh/2023-10-11-01:32:38.log,None
bolt,oe_test_service_bolt,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bolt/oe_test_service_bolt/2023-10-10-20_34_39.log,None
brltty,oe_test_service_brltty,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/brltty/oe_test_service_brltty/2023-10-11-12:33:56.log,‘/etc/systemd/system/rescue.target.wants/brltty.service’: No such file or directory
byacc,oe_test_byacc_byacc_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/byacc/oe_test_byacc_byacc_01/2023-10-10-20_01_39.log,None
,oe_test_byacc_byacc_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/byacc/oe_test_byacc_byacc_02/2023-10-10-20_02_51.log,None
,oe_test_byacc_yacc_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/byacc/oe_test_byacc_yacc_01/2023-10-10-20_03_41.log,None
,oe_test_byacc_yacc_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/byacc/oe_test_byacc_yacc_02/2023-10-10-20_04_31.log,None
bzip2,oe_test_bzip2,success,same,./oe-rv2309/mugen-riscv_rc5/logs/bzip2/oe_test_bzip2/2023-10-11-02:09:52.log,None
cachefilesd,oe_test_service_cachefilesd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cachefilesd/oe_test_service_cachefilesd/2023-10-10-20_34_40.log,原因相同，systemd 查看status异常
cgdcbxd,oe_test_service_cgdcbxd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cgdcbxd/oe_test_service_cgdcbxd/2023-10-11-12:34:24.log,None
chrony,oe_test_service_chrony-wait,success,same,./oe-rv2309/mugen-riscv_rc5/logs/chrony/oe_test_service_chrony-wait/2023-10-10-20_21_08.log,None
,oe_test_service_chronyd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/chrony/oe_test_service_chronyd/2023-10-10-20_20_36.log,None
chrpath,oe_test_chrpath,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/chrpath/oe_test_chrpath/2023-10-11-02:12:10.log,x86 fail
clevis,oe_test_high_nbde,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/clevis/oe_test_high_nbde/2023-10-10-19_57_12.log,x86 fail
,oe_test_install_clevis,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/clevis/oe_test_install_clevis/2023-10-10-20_27_17.log,file missing
,oe_test_service_clevis-luks-askpass,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/clevis/oe_test_service_clevis-luks-askpass/2023-10-10-19_55_50.log,x86 fail
,oe_test_tang_nbde,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/clevis/oe_test_tang_nbde/2023-10-10-20_30_38.log,file missing
,oe_test_tang_encrypt,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/clevis/oe_test_tang_encrypt/2023-10-10-20_29_08.log,None
cloud-init,oe_test_target_cloud-config,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/cloud-init/oe_test_target_cloud-config/2023-10-11-17:55:28.log,
,oe_test_service_cloud-final,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cloud-init/oe_test_service_cloud-final/2023-10-11-17:56:53.log,x86 fail
,oe_test_service_cloud-init,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cloud-init/oe_test_service_cloud-init/2023-10-11-17:46:31.log,x86 fail
,oe_test_service_cloud-init-local,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cloud-init/oe_test_service_cloud-init-local/2023-10-11-17:49:06.log,x86 fail
,oe_test_service_cloud-config,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/cloud-init/oe_test_service_cloud-config/2023-10-11-17:52:37.log,None
,oe_test_target_cloud-init,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cloud-init/oe_test_target_cloud-init/2023-10-11-17:51:04.log,None
cmake,oe_test_ccmake,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_ccmake/2023-10-10-23:50:50.log,x86 fail
,oe_test_ccmake3,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_ccmake3/2023-10-10-23:52:59.log,x86 fail
,oe_test_cmake,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_cmake/2023-10-10-23:54:47.log,None
,oe_test_cmake3,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_cmake3/2023-10-10-23:57:04.log,None
,oe_test_cpack,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_cpack/2023-10-10-23:59:33.log,None
,oe_test_cpack3,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_cpack3/2023-10-11-00:01:38.log,None
,oe_test_ctest,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_ctest/2023-10-11-00:03:41.log,None
,oe_test_ctest3,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cmake/oe_test_ctest3/2023-10-11-00:05:29.log,None
colord,oe_test_service_colord,success,same,./oe-rv2309/mugen-riscv_rc5/logs/colord/oe_test_service_colord/2023-10-10-20_35_21.log,None
cpio,oe_test_cpio,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cpio/oe_test_cpio/2023-10-11-12:35:57.log,None
cracklib,oe_test_cracklib,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cracklib/oe_test_cracklib/2023-10-11-02:14:58.log,None
createrepo_c,oe_test_createrepo_c_local_repo,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/createrepo_c/oe_test_createrepo_c_local_repo/2023-10-10-20_56_29.log,
cronie,oe_test_service_crond,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cronie/oe_test_service_crond/2023-10-11-12:07:01.log,systemd enable后找不到对应文件
,oe_test_cronie,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cronie/oe_test_cronie/2023-10-11-12:07:42.log,None
crontabs,oe_test_crontabs,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/crontabs/oe_test_crontabs/2023-10-10-20_34_40.log,x86 fail
cryptsetup,oe_test_encrypt_data,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cryptsetup/oe_test_encrypt_data/2023-10-10-20_11_37.log,原因相同，源中无cryptsetup-reencrypt
,oe_test_luks_encrypted,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cryptsetup/oe_test_luks_encrypted/2023-10-10-20_13_02.log,原因相同，源中无cryptsetup-reencrypt
,oe_test_use_luks,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cryptsetup/oe_test_use_luks/2023-10-10-20_14_08.log,原因相同，源中无cryptsetup-reencrypt
ctags,oe_test_ctags,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ctags/oe_test_ctags/2023-10-11-01:04:02.log,None
cups,oe_test_service_cups,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cups/oe_test_service_cups/2023-10-11-11:11:09.log,x86 fail
,oe_test_socket_cups,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/cups/oe_test_socket_cups/2023-10-11-11:16:59.log,x86 fail
,oe_test_socket_cups-lpd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cups/oe_test_socket_cups-lpd/2023-10-11-11:14:40.log,None
cups-filters,oe_test_service_cups-browsed,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cups-filters/oe_test_service_cups-browsed/2023-10-11-12:37:43.log,None
cvs,oe_test_cvs_cvs_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_cvs_cvs_01/2023-10-11-09:28:01.log,None
,oe_test_cvs_cvs_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_cvs_cvs_02/2023-10-11-09:29:08.log,None
,oe_test_cvs_cvs_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_cvs_cvs_03/2023-10-11-09:30:18.log,None
,oe_test_cvs_cvs_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_cvs_cvs_04/2023-10-11-09:31:33.log,None
,oe_test_cvs_cvs_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_cvs_cvs_05/2023-10-11-09:32:43.log,None
,oe_test_cvs_cvs_06,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_cvs_cvs_06/2023-10-11-09:33:51.log,None
,oe_test_socket_cvs,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_socket_cvs/2023-10-11-09:25:49.log,None
,oe_test_target_cvs,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cvs/oe_test_target_cvs/2023-10-11-09:26:54.log,None
cyrus-sasl,oe_test_service_saslauthd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/cyrus-sasl/oe_test_service_saslauthd/2023-10-11-02:17:37.log,None
dbus,oe_test_dbus_dbus-daemon,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_dbus_dbus-daemon/2023-10-11-01:35:34.log,x86 fail
,oe_test_dbus_dbus-tools_002,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_dbus_dbus-tools_002/2023-10-11-01:36:35.log,x86 fail
,oe_test_service_dbus,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_service_dbus/2023-10-11-01:34:39.log,systemd unit restart failure/systemd unit runtime error
,oe_test_dbus_dbus-run-session,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_dbus_dbus-run-session/2023-10-11-01:36:07.log,None
,oe_test_dbus_dbus-tools_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_dbus_dbus-tools_001/2023-10-11-01:36:21.log,None
,oe_test_dbus_dbus-x11,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_dbus_dbus-x11/2023-10-11-01:36:52.log,None
,oe_test_socket_dbus,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dbus/oe_test_socket_dbus/2023-10-11-01:35:10.log,None
dbxtool,oe_test_service_dbxtool,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dbxtool/oe_test_service_dbxtool/2023-10-10-20_36_53.log,软件dbxtool未预装
dhcp,oe_test_service_dhcpd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dhcp/oe_test_service_dhcpd/2023-10-11-21:44:14.log,x86 fail
,oe_test_service_dhcpd6,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dhcp/oe_test_service_dhcpd6/2023-10-11-21:43:15.log,x86 fail
,oe_test_allocate_ipv4_addresses_dhcpd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dhcp/oe_test_allocate_ipv4_addresses_dhcpd/2023-10-11-21:45:55.log,None
,oe_test_allocate_ipv6_addresses_dhcpd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dhcp/oe_test_allocate_ipv6_addresses_dhcpd/2023-10-11-21:46:41.log,None
,oe_test_service_dhcrelay,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dhcp/oe_test_service_dhcrelay/2023-10-11-21:45:09.log,None
diffutils,oe_test_diffutils_001,success,same,./oe-rv2309/mugen-riscv_rc5/logs/diffutils/oe_test_diffutils_001/2023-10-11-00:27:08.log,None
,oe_test_diffutils_002,success,same,./oe-rv2309/mugen-riscv_rc5/logs/diffutils/oe_test_diffutils_002/2023-10-11-00:27:37.log,None
,oe_test_diffutils_003,success,same,./oe-rv2309/mugen-riscv_rc5/logs/diffutils/oe_test_diffutils_003/2023-10-11-00:27:50.log,None
,oe_test_diffutils_004,success,same,./oe-rv2309/mugen-riscv_rc5/logs/diffutils/oe_test_diffutils_004/2023-10-11-00:28:03.log,None
djvulibre,oe_test_djvulibre_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/djvulibre/oe_test_djvulibre_01/2023-10-11-00:19:12.log,None
,oe_test_djvulibre_02,success,same,./oe-rv2309/mugen-riscv_rc5/logs/djvulibre/oe_test_djvulibre_02/2023-10-11-00:21:11.log,None
,oe_test_djvulibre_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/djvulibre/oe_test_djvulibre_03/2023-10-11-00:22:41.log,None
,oe_test_djvulibre_04,success,same,./oe-rv2309/mugen-riscv_rc5/logs/djvulibre/oe_test_djvulibre_04/2023-10-11-00:23:34.log,None
,oe_test_djvulibre_05,success,same,./oe-rv2309/mugen-riscv_rc5/logs/djvulibre/oe_test_djvulibre_05/2023-10-11-00:24:30.log,None
dkms,oe_test_service_dkms,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dkms/oe_test_service_dkms/2023-10-11-12:38:15.log,systemd enable后找不到对应文件
dmidecode,oe_test_dmidecode,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dmidecode/oe_test_dmidecode/2023-10-11-02:20:17.log,x86 fail
dnf,oe_test_dnf_all-repos,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_all-repos/2023-10-11-06:55:43.log,
,oe_test_dnf_assumeno_autoremove,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_assumeno_autoremove/2023-10-11-06:56:35.log,
,oe_test_dnf_enhancement_exclude,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_enhancement_exclude/2023-10-11-07:08:54.log,
,oe_test_dnf_nobest_nodocs_nogpgcheck,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_nobest_nodocs_nogpgcheck/2023-10-11-07:12:03.log,
,oe_test_dnf_priority,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_priority/2023-10-11-07:12:58.log,
,oe_test_dnf_repeat-install,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_repeat-install/2023-10-11-07:17:38.log,
,oe_test_dnf_enabled_enablerepo,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_enabled_enablerepo/2023-10-11-07:05:51.log,x86 fail
,oe_test_dnf_list_mark,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_list_mark/2023-10-11-07:10:38.log,x86 fail
,oe_test_dnf_provides_randomwait,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_provides_randomwait/2023-10-11-07:13:26.log,脚本没有对riscv架构进行适配
,oe_test_dnf_reinstall_repoinfo,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_reinstall_repoinfo/2023-10-11-07:16:03.log,x86 fail
,oe_test_dnf_repeat-upgrade-downgrade,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_repeat-upgrade-downgrade/2023-10-11-07:25:45.log,x86 fail
,oe_test_dnf_check_diffenert-packages,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_check_diffenert-packages/2023-10-11-10:12:27.log,None
,oe_test_dnf_alias,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_alias/2023-10-11-06:55:03.log,None
,oe_test_dnf_automatic,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_automatic/2023-10-11-06:58:14.log,None
,oe_test_dnf_distro-sync_dnf-3,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_distro-sync_dnf-3/2023-10-11-07:03:49.log,None
,oe_test_dnf_help_history_info,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_help_history_info/2023-10-11-07:09:37.log,None
,oe_test_dnf_makecache_clean,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_dnf_makecache_clean/2023-10-11-07:01:18.log,None
,oe_test_service_dnf-automatic,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_service_dnf-automatic/2023-10-11-07:08:03.log,None
,oe_test_service_dnf-automatic-download,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_service_dnf-automatic-download/2023-10-11-07:06:23.log,None
,oe_test_service_dnf-automatic-install,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_service_dnf-automatic-install/2023-10-11-07:06:58.log,None
,oe_test_service_dnf-automatic-notifyonly,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_service_dnf-automatic-notifyonly/2023-10-11-07:07:31.log,None
,oe_test_service_dnf-makecache,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnf/oe_test_service_dnf-makecache/2023-10-11-07:08:39.log,None
dnsmasq,oe_test_service_dnsmasq,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dnsmasq/oe_test_service_dnsmasq/2023-10-10-20_37_10.log,None
dos2unix,oe_test_dos2unix,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dos2unix/oe_test_dos2unix/2023-10-11-12:38:51.log,None
dracut,oe_test_service_dracut-initramfs,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-initramfs/2023-10-10-19_26_21.log,原因相同，dracut: Will not override existing initramfs without --force
,oe_test_service_dracut-cmdline,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-cmdline/2023-10-10-19_24_55.log,None
,oe_test_service_dracut-initqueue,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-initqueue/2023-10-10-19_25_04.log,None
,oe_test_service_dracut-mount,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-mount/2023-10-10-19_25_13.log,None
,oe_test_service_dracut-pre-mount,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-pre-mount/2023-10-10-19_25_21.log,None
,oe_test_service_dracut-pre-pivot,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-pre-pivot/2023-10-10-19_25_29.log,None
,oe_test_service_dracut-pre-trigger,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-pre-trigger/2023-10-10-19_25_37.log,None
,oe_test_service_dracut-pre-udev,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-pre-udev/2023-10-10-19_25_46.log,None
,oe_test_service_dracut-shutdown,success,same,./oe-rv2309/mugen-riscv_rc5/logs/dracut/oe_test_service_dracut-shutdown/2023-10-10-19_25_54.log,None
e2fsprogs,oe_test_service_e2scrub_all,success,same,./oe-rv2309/mugen-riscv_rc5/logs/e2fsprogs/oe_test_service_e2scrub_all/2023-10-10-20_19_23.log,None
,oe_test_service_e2scrub_reap,success,same,./oe-rv2309/mugen-riscv_rc5/logs/e2fsprogs/oe_test_service_e2scrub_reap/2023-10-10-20_20_30.log,None
ebtables,oe_test_service_ebtables,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ebtables/oe_test_service_ebtables/2023-10-11-02:22:18.log,None
fakeroot,oe_test_fakeroot_base,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fakeroot/oe_test_fakeroot_base/2023-10-11-12:09:56.log,None
,oe_test_fakeroot_faked,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fakeroot/oe_test_fakeroot_faked/2023-10-11-12:10:52.log,None
fcoe-utils,oe_test_service_fcoe,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fcoe-utils/oe_test_service_fcoe/2023-10-10-20_37_25.log,None
fftw,oe_test_fftw_fftw-wisdom-to-conf,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftw-wisdom-to-conf/2023-10-11-08:41:09.log,x86 fail
,oe_test_fftw_fftw-wisdom_02,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftw-wisdom_02/2023-10-11-08:43:59.log,x86 fail
,oe_test_fftw_fftwf-wisdom_02,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftwf-wisdom_02/2023-10-11-08:46:58.log,x86 fail
,oe_test_fftw_fftwl-wisdom_02,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftwl-wisdom_02/2023-10-11-08:50:01.log,x86 fail
,oe_test_fftw_fftw-wisdom_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftw-wisdom_01/2023-10-11-08:42:58.log,None
,oe_test_fftw_fftw-wisdom_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftw-wisdom_03/2023-10-11-08:45:00.log,None
,oe_test_fftw_fftwf-wisdom_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftwf-wisdom_01/2023-10-11-08:45:57.log,None
,oe_test_fftw_fftwf-wisdom_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftwf-wisdom_03/2023-10-11-08:48:00.log,None
,oe_test_fftw_fftwl-wisdom_01,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftwl-wisdom_01/2023-10-11-08:48:58.log,None
,oe_test_fftw_fftwl-wisdom_03,success,same,./oe-rv2309/mugen-riscv_rc5/logs/fftw/oe_test_fftw_fftwl-wisdom_03/2023-10-11-08:51:02.log,None
fio,oe_test_fio_001,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fio/oe_test_fio_001/2023-10-11-10:35:49.log,x86 fail
,oe_test_fio_002,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fio/oe_test_fio_002/2023-10-11-10:42:12.log,x86 fail
,oe_test_fio_003,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fio/oe_test_fio_003/2023-10-11-11:13:07.log,x86 fail
,oe_test_fio_004,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/fio/oe_test_fio_004/2023-10-11-11:14:53.log,x86 fail
firewalld,oe_test_firewalld_block_all_icmp,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/firewalld/oe_test_firewalld_block_all_icmp/2023-10-11-06:59:26.log,
,oe_test_firewalld_runtime_rules_in_effect,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/firewalld/oe_test_firewalld_runtime_rules_in_effect/2023-10-11-08:54:53.log,
,oe_test_firewalld_block_icmp,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/firewalld/oe_test_firewalld_block_icmp/2023-10-11-07:29:32.log,设置后不放行icmp请求
